gene;Fiper_consensus_PANCancer;ADAM_PANCancer;Fiper_consensus_lung;ADAM_lung;Fiper_consensus_LungNeuro;ADAM_LungNeuro;Fiper_consensus_NSCLC;ADAM_NSCLC;Fiper_consensus_bone;ADAM_bone;Fiper_consensus_Osteosarcoma;ADAM_Osteosarcoma;Fiper_consensus_Ewing;ADAM_Ewing
ADAMTS14;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADAMTS15;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADAMTS16;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADAMTS17;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADAMTS18;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADAMTS19;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADAMTS2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADAMTS20;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADAMTS3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADAMTS4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADAMTS5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADAMTS6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADAMTS7;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADAMTS8;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADAMTS9;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADAMTSL1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADAMTSL2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADAMTSL3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADAMTSL4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADAMTSL5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADAP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADAP2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADAR;NE;NE;NE;E;E;NE;NE;E;NE;NE;E;NE;NE;NE
ADARB1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADARB2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADAT1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADAT2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADAT3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADCK1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADCK2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADCK5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADCY1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADCY10;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADCY2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADCY3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADCY4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADCY5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADCY6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADCY7;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADCY8;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADCY9;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADCYAP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADCYAP1R1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADD1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADD2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADD3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADGRA1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADGRA2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADGRA3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADGRB1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADGRB2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADGRB3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADGRD1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADGRE1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADGRE2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADGRE3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADGRE5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADGRF1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADGRF3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADGRF4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADGRF5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADGRG1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADGRG2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADGRG3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADGRG4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADGRG5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADGRG6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADGRG7;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADGRL1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADGRL2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADGRL3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADGRL4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADGRV1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADH1A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADH1B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADH4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADH5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADH6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADH7;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADHFE1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADI1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADIG;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADIPOQ;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADIPOR1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADIPOR2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADIRF;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADK;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADM;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADM2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADM5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADNP;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADNP2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADO;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADORA1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADORA2A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADORA2B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADORA3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADPGK;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADPRH;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADPRHL1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADPRM;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADPRS;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADRA1A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADRA1B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADRA1D;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADRA2A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADRA2B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADRA2C;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADRB1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADRB2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADRB3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADRM1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADSL;NE;NE;NE;E;E;E;NE;E;NE;NE;NE;NE;E;NE
ADSS1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADSS2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ADTRP;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AEBP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AEBP2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AEN;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AFAP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AFAP1L1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AFAP1L2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AFDN;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AFF1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AFF2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AFF3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AFF4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AFG1L;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AFG3L2;E;E;E;E;E;E;E;E;E;E;E;E;E;E
AFM;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AFMID;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AFP;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AFTPH;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGA;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGAP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGAP2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGAP3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGAP5;NE;NE;NE;NE;E;NE;NE;NE;NE;NE;E;NE;NE;NE
AGAP6;E;NE;E;E;E;NE;E;E;NE;NE;E;NE;NE;NE
AGAP9;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGBL1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGBL2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGBL3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGBL4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGBL5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGER;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGFG1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGFG2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGGF1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGK;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGL;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGMAT;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGMO;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ago-01;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ago-02;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ago-03;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ago-04;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGPAT1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGPAT2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGPAT3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGPAT4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGPAT5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGPS;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGR2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGR3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGRN;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGRP;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGT;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGTPBP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGTR1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGTR2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGTRAP;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGXT;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AGXT2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AHCTF1;E;E;E;E;E;E;E;E;E;E;E;E;E;E
AHCY;NE;NE;NE;E;NE;NE;NE;E;NE;NE;NE;NE;NE;NE
AHCYL1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AHCYL2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AHDC1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AHI1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AHNAK;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AHNAK2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AHR;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AHRR;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AHSA1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AHSG;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AHSP;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AICDA;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AIDA;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AIF1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AIF1L;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AIFM1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AIFM2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AIFM3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AIG1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AIM2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AIMP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AIMP2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AIP;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AIPL1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AIRE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AJAP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AJM1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AJUBA;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AK1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AK2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AK3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AK4;NE;NE;NE;E;NE;NE;NE;E;NE;NE;NE;NE;NE;NE
AK5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AK6;E;NE;E;E;E;E;E;E;E;E;E;E;E;E
AK7;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AK8;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AK9;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKAIN1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKAP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKAP10;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKAP11;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKAP12;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKAP13;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKAP14;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKAP3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKAP4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKAP5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKAP6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKAP7;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKAP8;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKAP8L;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKAP9;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKIP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKIRIN1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKIRIN2;E;E;E;E;E;E;E;E;E;E;E;E;E;E
AKNA;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKNAD1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKR1A1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKR1B1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKR1B10;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKR1B15;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKR1C2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKR1C3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKR1C4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKR1D1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKR1E2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKR7A2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKR7A3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKT1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKT1S1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKT2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKT3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
AKTIP;NE;NE;NE;NE;E;NE;NE;NE;NE;NE;E;NE;NE;NE
ALAD;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ALAS1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ALAS2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ALB;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ALCAM;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ALDH16A1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ALDH18A1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ALDH1A1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ALDH1A2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ALDH1A3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ALDH1B1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ALDH1L1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ALDH1L2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ALDH2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ALDH3A1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ALDH3A2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ALDH3B2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ALDH4A1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ALDH5A1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ALDH6A1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ALDH7A1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ALDH8A1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ALDH9A1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ALDOA;E;E;E;E;E;E;E;E;E;E;E;E;E;E
ALDOB;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ALDOC;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ALG1;E;E;NE;E;NE;NE;E;E;E;E;E;E;E;NE
ALG10;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ALG10B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ALG11;E;E;E;E;E;E;E;E;E;E;E;E;E;E
ALG12;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ALG13;NE;NE;NE;E;NE;NE;NE;E;E;E;E;E;E;E
ALG14;E;E;E;E;E;E;E;E;E;E;E;E;E;E
ALG2;E;E;E;E;E;E;E;E;E;E;E;E;E;E
ALG3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ALG5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ALG6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ALG8;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ALG9;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
ALK;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
